dataset,feature,coef_std,partial_corr,VIF
slv,sensor_raw,22.975541860598984,0.7347288671719477,1.200691816227976
slv,temperature_C,-0.06705269941298209,-0.0021074556264643377,2.7011354344834713
slv,humidity_pct,-1.1919979306523047,-0.039718123119503596,2.3994988642485935
slv,wind_speed_ms,12.044890207074122,0.4697685721345113,1.3670513574126384
slv,day,2.0519806149312605,0.08943325466163454,1.3934567167784413
slv,hour_of_day,-1.5311855660585925,-0.07070573207622052,1.245094822035576
