dataset,feature,coef_std,partial_corr,VIF
kapsarc,sensor_raw,42.84064689447654,0.9301082155870269,1.2163590266881974
kapsarc,temperature_C,4.532520327224052,0.28109490029534157,1.0177365458612602
kapsarc,humidity_pct,-16.462102024925553,-0.703042416967807,1.1785182746023743
kapsarc,wind_speed_ms,0.10385990664411308,0.00677029903668306,1.000159261908223
kapsarc,day,5.416818173271527,0.3299120859581267,1.0210704252185017
kapsarc,hour_of_day,-0.08276100890887975,-0.0053949348283076695,1.0001736809865287
